tail,arc_type,ferry_origin,ferry_dest,ferry_nm,ferry_hrs,ferry_cost,to_team,to_game_apt,to_game_dt,from_team,from_game_apt,from_game_dt
erj_145_DFW_0,depot_in,LBB,DFW,244.5,0.98,3775.46,,,,Texas Tech Lady Raiders,LUK,2026-01-10 19:00:00+00:00
erj_145_DFW_0,depot_out,DFW,MHK,375.3,1.5,5795.05,Kansas State Wildcats,PHX,2026-01-10 20:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,DMA,701.7,2.81,10834.2,Arizona Wildcats,AFW,2026-01-10 21:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,SWO,196.1,0.78,3027.26,Oklahoma State Cowboys,DSM,2026-01-10 21:00:00+00:00,,,
erj_145_DFW_0,depot_in,SWO,DFW,196.1,0.78,3027.26,,,,Oklahoma State Cowboys,DSM,2026-01-10 21:00:00+00:00
erj_145_DFW_0,depot_out,DFW,SLC,858.3,3.43,13252.61,Utah Utes,MHK,2026-01-10 22:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,LBB,244.5,0.98,3775.46,Texas Tech Red Raiders,WBU,2026-01-11 00:00:00+00:00,,,
erj_145_DFW_0,depot_in,LBB,DFW,244.5,0.98,3775.46,,,,Texas Tech Red Raiders,WBU,2026-01-11 00:00:00+00:00
erj_145_DFW_0,depot_out,DFW,SEA,1440.7,5.76,22244.46,Washington Huskies,LAF,2026-01-11 19:00:00+00:00,,,
erj_145_DFW_0,depot_in,WBU,DFW,582.7,2.33,8997.23,,,,Colorado Buffaloes,SWO,2026-01-11 19:00:00+00:00
erj_145_DFW_0,depot_in,LAX,DFW,1070.8,4.28,16533.59,,,,USC Trojans,MSP,2026-01-11 20:00:00+00:00
erj_145_DFW_0,depot_in,PHX,DFW,752.3,3.01,11615.82,,,,Arizona State Sun Devils,AFW,2026-01-11 22:00:00+00:00
erj_145_DFW_0,depot_in,LAX,DFW,1070.8,4.28,16533.59,,,,UCLA Bruins,LNK,2026-01-12 00:00:00+00:00
erj_145_DFW_0,depot_out,DFW,HOU,215.1,0.86,3321.38,Houston Cougars,LBB,2026-01-14 00:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,ACT,77.8,0.31,1201.21,Baylor Bears,SWO,2026-01-14 02:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,WBU,582.7,2.33,8997.23,Colorado Buffaloes,LUK,2026-01-15 00:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,AFW,15.3,0.06,235.55,TCU Horned Frogs,MGW,2026-01-15 00:00:00+00:00,,,
erj_145_DFW_0,depot_in,AFW,DFW,15.3,0.06,235.55,,,,TCU Horned Frogs,MGW,2026-01-15 00:00:00+00:00
erj_145_DFW_0,depot_in,SWO,DFW,196.1,0.78,3027.26,,,,Oklahoma State Cowgirls,LWC,2026-01-15 00:30:00+00:00
erj_145_DFW_0,depot_out,DFW,LAX,1070.8,4.28,16533.59,UCLA Bruins,MSP,2026-01-15 01:00:00+00:00,,,
erj_145_DFW_0,depot_in,LAX,DFW,1070.8,4.28,16533.59,,,,UCLA Bruins,MSP,2026-01-15 01:00:00+00:00
erj_145_DFW_0,depot_out,DFW,LAX,1070.8,4.28,16533.59,UCLA Bruins,SCE,2026-01-15 01:30:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,SLC,858.3,3.43,13252.61,Utah Utes,LBB,2026-01-15 02:00:00+00:00,,,
erj_145_DFW_0,depot_in,SLC,DFW,858.3,3.43,13252.61,,,,Utah Utes,LBB,2026-01-15 02:00:00+00:00
erj_145_DFW_0,depot_out,DFW,PHX,752.3,3.01,11615.82,Arizona State Sun Devils,DMA,2026-01-15 03:30:00+00:00,,,
erj_145_DFW_0,depot_in,PHX,DFW,752.3,3.01,11615.82,,,,Arizona State Sun Devils,DMA,2026-01-15 03:30:00+00:00
erj_145_DFW_0,depot_out,DFW,AFW,15.3,0.06,235.55,TCU Horned Frogs,PVU,2026-01-15 04:10:00+00:00,,,
erj_145_DFW_0,depot_in,AFW,DFW,15.3,0.06,235.55,,,,TCU Horned Frogs,PVU,2026-01-15 04:10:00+00:00
erj_145_DFW_0,depot_in,EUG,DFW,1393.6,5.57,21517.58,,,,Oregon Ducks,CID,2026-01-16 02:00:00+00:00
erj_145_DFW_0,depot_out,DFW,AFW,15.3,0.06,235.55,TCU Horned Frogs,SLC,2026-01-17 19:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,MHK,375.3,1.5,5795.05,Kansas State Wildcats,LBB,2026-01-17 19:00:00+00:00,,,
erj_145_DFW_0,depot_in,MHK,DFW,375.3,1.5,5795.05,,,,Kansas State Wildcats,LBB,2026-01-17 19:00:00+00:00
erj_145_DFW_0,depot_out,DFW,SLC,858.3,3.43,13252.61,Utah Utes,HOU,2026-01-17 19:00:00+00:00,,,
erj_145_DFW_0,depot_in,SLC,DFW,858.3,3.43,13252.61,,,,Utah Utes,HOU,2026-01-17 19:00:00+00:00
erj_145_DFW_0,depot_out,DFW,DMA,701.7,2.81,10834.2,Arizona Wildcats,ORL,2026-01-17 21:00:00+00:00,,,
erj_145_DFW_0,depot_in,DMA,DFW,701.7,2.81,10834.2,,,,Arizona Wildcats,ORL,2026-01-17 21:00:00+00:00
erj_145_DFW_0,depot_in,ACT,DFW,77.8,0.31,1201.21,,,,Baylor Bears,PVU,2026-01-17 21:00:00+00:00
erj_145_DFW_0,depot_out,DFW,DMA,701.7,2.81,10834.2,Arizona Wildcats,AFW,2026-01-17 22:00:00+00:00,,,
erj_145_DFW_0,depot_in,DMA,DFW,701.7,2.81,10834.2,,,,Arizona Wildcats,AFW,2026-01-17 22:00:00+00:00
erj_145_DFW_0,depot_out,DFW,WBU,582.7,2.33,8997.23,Colorado Buffaloes,MGW,2026-01-17 23:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,SLC,858.3,3.43,13252.61,BYU Cougars,LBB,2026-01-18 01:00:00+00:00,,,
erj_145_DFW_0,depot_in,SLC,DFW,858.3,3.43,13252.61,,,,BYU Cougars,LBB,2026-01-18 01:00:00+00:00
erj_145_DFW_0,depot_out,DFW,MHK,375.3,1.5,5795.05,Kansas State Wildcats,SWO,2026-01-18 03:00:00+00:00,,,
erj_145_DFW_0,depot_in,MHK,DFW,375.3,1.5,5795.05,,,,Kansas State Wildcats,SWO,2026-01-18 03:00:00+00:00
erj_145_DFW_0,depot_out,DFW,EUG,1393.6,5.57,21517.58,Oregon Ducks,MSN,2026-01-18 21:00:00+00:00,,,
erj_145_DFW_0,depot_in,EUG,DFW,1393.6,5.57,21517.58,,,,Oregon Ducks,MSN,2026-01-18 21:00:00+00:00
erj_145_DFW_0,depot_in,HOU,DFW,215.1,0.86,3321.38,,,,Houston Cougars,MHK,2026-01-22 00:30:00+00:00
erj_145_DFW_0,depot_out,DFW,SEA,1440.7,5.76,22244.46,Washington Huskies,LNK,2026-01-22 02:00:00+00:00,,,
erj_145_DFW_0,depot_in,SEA,DFW,1440.7,5.76,22244.46,,,,Washington Huskies,LNK,2026-01-22 02:00:00+00:00
erj_145_DFW_0,depot_in,LBB,DFW,244.5,0.98,3775.46,,,,Texas Tech Lady Raiders,PVU,2026-01-22 02:00:00+00:00
erj_145_DFW_0,depot_out,DFW,HOU,215.1,0.86,3321.38,Houston Cougars,LBB,2026-01-24 19:00:00+00:00,,,
erj_145_DFW_0,depot_in,HOU,DFW,215.1,0.86,3321.38,,,,Houston Cougars,LBB,2026-01-24 19:00:00+00:00
erj_145_DFW_0,depot_out,DFW,AFW,15.3,0.06,235.55,TCU Horned Frogs,ORL,2026-01-24 19:00:00+00:00,,,
erj_145_DFW_0,depot_in,AFW,DFW,15.3,0.06,235.55,,,,TCU Horned Frogs,ORL,2026-01-24 19:00:00+00:00
erj_145_DFW_0,depot_out,DFW,DMA,701.7,2.81,10834.2,Arizona Wildcats,DSM,2026-01-24 21:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,AFW,15.3,0.06,235.55,TCU Horned Frogs,ACT,2026-01-24 23:00:00+00:00,,,
erj_145_DFW_0,depot_in,AFW,DFW,15.3,0.06,235.55,,,,TCU Horned Frogs,ACT,2026-01-24 23:00:00+00:00
erj_145_DFW_0,depot_out,DFW,LBB,244.5,0.98,3775.46,Texas Tech Lady Raiders,SLC,2026-01-25 00:00:00+00:00,,,
erj_145_DFW_0,depot_in,LBB,DFW,244.5,0.98,3775.46,,,,Texas Tech Lady Raiders,SLC,2026-01-25 00:00:00+00:00
erj_145_DFW_0,depot_out,DFW,LAX,1070.8,4.28,16533.59,USC Trojans,ARB,2026-01-25 19:00:00+00:00,,,
erj_145_DFW_0,depot_in,LAX,DFW,1070.8,4.28,16533.59,,,,USC Trojans,ARB,2026-01-25 19:00:00+00:00
erj_145_DFW_0,depot_out,DFW,EUG,1393.6,5.57,21517.58,Oregon Ducks,SEA,2026-01-25 20:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,HOU,215.1,0.86,3321.38,Houston Cougars,ACT,2026-01-28 01:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,ACT,77.8,0.31,1201.21,Baylor Bears,LUK,2026-01-28 23:30:00+00:00,,,
erj_145_DFW_0,depot_in,ACT,DFW,77.8,0.31,1201.21,,,,Baylor Bears,LUK,2026-01-28 23:30:00+00:00
erj_145_DFW_0,depot_out,DFW,LAX,1070.8,4.28,16533.59,USC Trojans,CID,2026-01-29 00:00:00+00:00,,,
erj_145_DFW_0,depot_in,LAX,DFW,1070.8,4.28,16533.59,,,,USC Trojans,CID,2026-01-29 00:00:00+00:00
erj_145_DFW_0,depot_in,LAX,DFW,1070.8,4.28,16533.59,,,,UCLA Bruins,CMI,2026-01-29 00:00:00+00:00
erj_145_DFW_0,depot_out,DFW,EUG,1393.6,5.57,21517.58,Oregon Ducks,EWR,2026-01-29 00:00:00+00:00,,,
erj_145_DFW_0,depot_in,EUG,DFW,1393.6,5.57,21517.58,,,,Oregon Ducks,EWR,2026-01-29 00:00:00+00:00
erj_145_DFW_0,depot_out,DFW,SLC,858.3,3.43,13252.61,BYU Cougars,SWO,2026-01-29 00:30:00+00:00,,,
erj_145_DFW_0,depot_in,DMA,DFW,701.7,2.81,10834.2,,,,Arizona Wildcats,PHX,2026-01-29 01:30:00+00:00
erj_145_DFW_0,depot_in,HOU,DFW,215.1,0.86,3321.38,,,,Houston Cougars,AFW,2026-01-29 02:10:00+00:00
erj_145_DFW_0,depot_out,DFW,LAX,1070.8,4.28,16533.59,UCLA Bruins,EUG,2026-01-29 04:00:00+00:00,,,
erj_145_DFW_0,depot_in,LAX,DFW,1070.8,4.28,16533.59,,,,UCLA Bruins,EUG,2026-01-29 04:00:00+00:00
erj_145_DFW_0,depot_out,DFW,DMA,701.7,2.81,10834.2,Arizona Wildcats,PHX,2026-01-31 19:00:00+00:00,,,
erj_145_DFW_0,depot_in,DMA,DFW,701.7,2.81,10834.2,,,,Arizona Wildcats,PHX,2026-01-31 19:00:00+00:00
erj_145_DFW_0,depot_out,DFW,ACT,77.8,0.31,1201.21,Baylor Bears,MGW,2026-01-31 21:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,EUG,1393.6,5.57,21517.58,Oregon Ducks,BWI,2026-01-31 22:00:00+00:00,,,
erj_145_DFW_0,depot_in,EUG,DFW,1393.6,5.57,21517.58,,,,Oregon Ducks,BWI,2026-01-31 22:00:00+00:00
erj_145_DFW_0,depot_in,SEA,DFW,1440.7,5.76,22244.46,,,,Washington Huskies,ORD,2026-02-01 01:00:00+00:00
erj_145_DFW_0,depot_in,ACT,DFW,77.8,0.31,1201.21,,,,Baylor Bears,MGW,2026-02-01 18:00:00+00:00
erj_145_DFW_0,depot_out,DFW,AFW,15.3,0.06,235.55,TCU Horned Frogs,WBU,2026-02-01 19:00:00+00:00,,,
erj_145_DFW_0,depot_in,AFW,DFW,15.3,0.06,235.55,,,,TCU Horned Frogs,WBU,2026-02-01 19:00:00+00:00
erj_145_DFW_0,depot_out,DFW,AFW,15.3,0.06,235.55,TCU Horned Frogs,LBB,2026-02-01 19:00:00+00:00,,,
erj_145_DFW_0,depot_in,AFW,DFW,15.3,0.06,235.55,,,,TCU Horned Frogs,LBB,2026-02-01 19:00:00+00:00
erj_145_DFW_0,depot_in,WBU,DFW,582.7,2.33,8997.23,,,,Colorado Buffaloes,LWC,2026-02-01 20:00:00+00:00
erj_145_DFW_0,depot_in,SWO,DFW,196.1,0.78,3027.26,,,,Oklahoma State Cowgirls,DMA,2026-02-01 21:00:00+00:00
erj_145_DFW_0,depot_out,DFW,ACT,77.8,0.31,1201.21,Baylor Bears,LUK,2026-02-04 23:30:00+00:00,,,
erj_145_DFW_0,depot_in,ACT,DFW,77.8,0.31,1201.21,,,,Baylor Bears,LUK,2026-02-04 23:30:00+00:00
erj_145_DFW_0,depot_out,DFW,SLC,858.3,3.43,13252.61,Utah Utes,ORL,2026-02-05 00:00:00+00:00,,,
erj_145_DFW_0,depot_in,SLC,DFW,858.3,3.43,13252.61,,,,Utah Utes,ORL,2026-02-05 00:00:00+00:00
erj_145_DFW_0,depot_out,DFW,HOU,215.1,0.86,3321.38,Houston Cougars,AFW,2026-02-05 00:30:00+00:00,,,
erj_145_DFW_0,depot_in,HOU,DFW,215.1,0.86,3321.38,,,,Houston Cougars,AFW,2026-02-05 00:30:00+00:00
erj_145_DFW_0,depot_out,DFW,SLC,858.3,3.43,13252.61,BYU Cougars,LWC,2026-02-05 00:30:00+00:00,,,
erj_145_DFW_0,depot_in,SLC,DFW,858.3,3.43,13252.61,,,,BYU Cougars,LWC,2026-02-05 00:30:00+00:00
erj_145_DFW_0,depot_out,DFW,WBU,582.7,2.33,8997.23,Colorado Buffaloes,ACT,2026-02-05 01:00:00+00:00,,,
erj_145_DFW_0,depot_in,WBU,DFW,582.7,2.33,8997.23,,,,Colorado Buffaloes,ACT,2026-02-05 01:00:00+00:00
erj_145_DFW_0,depot_in,MHK,DFW,375.3,1.5,5795.05,,,,Kansas State Wildcats,DMA,2026-02-05 01:00:00+00:00
erj_145_DFW_0,depot_out,DFW,SWO,196.1,0.78,3027.26,Oklahoma State Cowgirls,PHX,2026-02-05 01:30:00+00:00,,,
erj_145_DFW_0,depot_in,SWO,DFW,196.1,0.78,3027.26,,,,Oklahoma State Cowgirls,PHX,2026-02-05 01:30:00+00:00
erj_145_DFW_0,depot_out,DFW,SLC,858.3,3.43,13252.61,BYU Cougars,SWO,2026-02-05 02:00:00+00:00,,,
erj_145_DFW_0,depot_in,SLC,DFW,858.3,3.43,13252.61,,,,BYU Cougars,SWO,2026-02-05 02:00:00+00:00
erj_145_DFW_0,depot_out,DFW,PHX,752.3,3.01,11615.82,Arizona State Sun Devils,SLC,2026-02-05 02:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,EUG,1393.6,5.57,21517.58,Oregon Ducks,LAF,2026-02-07 18:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,ACT,77.8,0.31,1201.21,Baylor Bears,DSM,2026-02-07 19:00:00+00:00,,,
erj_145_DFW_0,depot_in,ACT,DFW,77.8,0.31,1201.21,,,,Baylor Bears,DSM,2026-02-07 19:00:00+00:00
erj_145_DFW_0,depot_out,DFW,MHK,375.3,1.5,5795.05,Kansas State Wildcats,AFW,2026-02-07 19:00:00+00:00,,,
erj_145_DFW_0,depot_in,MHK,DFW,375.3,1.5,5795.05,,,,Kansas State Wildcats,AFW,2026-02-07 19:00:00+00:00
erj_145_DFW_0,depot_out,DFW,DMA,701.7,2.81,10834.2,Arizona Wildcats,MGW,2026-02-07 19:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,SLC,858.3,3.43,13252.61,Utah Utes,LWC,2026-02-07 19:30:00+00:00,,,
erj_145_DFW_0,depot_in,SLC,DFW,858.3,3.43,13252.61,,,,Utah Utes,LWC,2026-02-07 19:30:00+00:00
erj_145_DFW_0,depot_out,DFW,SWO,196.1,0.78,3027.26,Oklahoma State Cowboys,DMA,2026-02-07 21:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,SLC,858.3,3.43,13252.61,BYU Cougars,MHK,2026-02-07 22:00:00+00:00,,,
erj_145_DFW_0,depot_in,SLC,DFW,858.3,3.43,13252.61,,,,BYU Cougars,MHK,2026-02-07 22:00:00+00:00
erj_145_DFW_0,depot_out,DFW,LBB,244.5,0.98,3775.46,Texas Tech Lady Raiders,HOU,2026-02-07 23:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,PHX,752.3,3.01,11615.82,Arizona State Sun Devils,WBU,2026-02-08 02:30:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,SEA,1440.7,5.76,22244.46,Washington Huskies,LAX,2026-02-08 03:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,HOU,215.1,0.86,3321.38,Houston Cougars,PVU,2026-02-08 03:30:00+00:00,,,
erj_145_DFW_0,depot_in,HOU,DFW,215.1,0.86,3321.38,,,,Houston Cougars,PVU,2026-02-08 03:30:00+00:00
erj_145_DFW_0,depot_in,LAX,DFW,1070.8,4.28,16533.59,,,,USC Trojans,CMI,2026-02-08 18:00:00+00:00
erj_145_DFW_0,depot_in,SEA,DFW,1440.7,5.76,22244.46,,,,Washington Huskies,MSN,2026-02-08 20:00:00+00:00
erj_145_DFW_0,depot_out,DFW,SLC,858.3,3.43,13252.61,BYU Cougars,ACT,2026-02-11 00:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,HOU,215.1,0.86,3321.38,Houston Cougars,SLC,2026-02-11 02:00:00+00:00,,,
erj_145_DFW_0,depot_in,HOU,DFW,215.1,0.86,3321.38,,,,Houston Cougars,SLC,2026-02-11 02:00:00+00:00
erj_145_DFW_0,depot_in,LAX,DFW,1070.8,4.28,16533.59,,,,USC Trojans,CMH,2026-02-11 23:30:00+00:00
erj_145_DFW_0,depot_in,SEA,DFW,1440.7,5.76,22244.46,,,,Washington Huskies,CID,2026-02-12 00:30:00+00:00
erj_145_DFW_0,depot_in,WBU,DFW,582.7,2.33,8997.23,,,,Colorado Buffaloes,HOU,2026-02-12 00:30:00+00:00
erj_145_DFW_0,depot_in,LAX,DFW,1070.8,4.28,16533.59,,,,UCLA Bruins,LAN,2026-02-12 01:00:00+00:00
erj_145_DFW_0,depot_in,SLC,DFW,858.3,3.43,13252.61,,,,Utah Utes,PHX,2026-02-12 01:30:00+00:00
erj_145_DFW_0,depot_in,AFW,DFW,15.3,0.06,235.55,,,,TCU Horned Frogs,SWO,2026-02-14 17:00:00+00:00
erj_145_DFW_0,depot_out,DFW,LAX,1070.8,4.28,16533.59,UCLA Bruins,ARB,2026-02-14 17:45:00+00:00,,,
erj_145_DFW_0,depot_in,LAX,DFW,1070.8,4.28,16533.59,,,,UCLA Bruins,ARB,2026-02-14 17:45:00+00:00
erj_145_DFW_0,depot_out,DFW,LWC,377.6,1.51,5830.27,Kansas Jayhawks,DSM,2026-02-14 18:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,PHX,752.3,3.01,11615.82,Arizona State Sun Devils,DMA,2026-02-14 19:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,SLC,858.3,3.43,13252.61,BYU Cougars,WBU,2026-02-14 20:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,LBB,244.5,0.98,3775.46,Texas Tech Lady Raiders,SWO,2026-02-14 20:30:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,WBU,582.7,2.33,8997.23,Colorado Buffaloes,PVU,2026-02-14 21:00:00+00:00,,,
erj_145_DFW_0,depot_in,WBU,DFW,582.7,2.33,8997.23,,,,Colorado Buffaloes,PVU,2026-02-14 21:00:00+00:00
erj_145_DFW_0,depot_out,DFW,HOU,215.1,0.86,3321.38,Houston Cougars,LWC,2026-02-14 22:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,LBB,244.5,0.98,3775.46,Texas Tech Red Raiders,DMA,2026-02-14 23:30:00+00:00,,,
erj_145_DFW_0,depot_in,LBB,DFW,244.5,0.98,3775.46,,,,Texas Tech Red Raiders,DMA,2026-02-14 23:30:00+00:00
erj_145_DFW_0,depot_out,DFW,EUG,1393.6,5.57,21517.58,Oregon Ducks,SEA,2026-02-16 01:00:00+00:00,,,
erj_145_DFW_0,depot_in,EUG,DFW,1393.6,5.57,21517.58,,,,Oregon Ducks,SEA,2026-02-16 01:00:00+00:00
erj_145_DFW_0,depot_out,DFW,AFW,15.3,0.06,235.55,TCU Horned Frogs,ORL,2026-02-18 00:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,LAX,1070.8,4.28,16533.59,UCLA Bruins,LAN,2026-02-18 01:30:00+00:00,,,
erj_145_DFW_0,depot_in,LBB,DFW,244.5,0.98,3775.46,,,,Texas Tech Red Raiders,PHX,2026-02-18 04:10:00+00:00
erj_145_DFW_0,depot_in,ACT,DFW,77.8,0.31,1201.21,,,,Baylor Bears,LBB,2026-02-19 00:00:00+00:00
erj_145_DFW_0,depot_in,AFW,DFW,15.3,0.06,235.55,,,,TCU Horned Frogs,HOU,2026-02-19 00:30:00+00:00
erj_145_DFW_0,depot_in,PHX,DFW,752.3,3.01,11615.82,,,,Arizona State Sun Devils,DSM,2026-02-19 00:30:00+00:00
erj_145_DFW_0,depot_in,SLC,DFW,858.3,3.43,13252.61,,,,Utah Utes,MGW,2026-02-19 01:30:00+00:00
erj_145_DFW_0,depot_in,SLC,DFW,858.3,3.43,13252.61,,,,BYU Cougars,DMA,2026-02-19 02:00:00+00:00
erj_145_DFW_0,depot_out,DFW,SEA,1440.7,5.76,22244.46,Washington Huskies,LAX,2026-02-20 03:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,SWO,196.1,0.78,3027.26,Oklahoma State Cowgirls,MGW,2026-02-21 19:00:00+00:00,,,
erj_145_DFW_0,depot_in,SWO,DFW,196.1,0.78,3027.26,,,,Oklahoma State Cowgirls,MGW,2026-02-21 19:00:00+00:00
erj_145_DFW_0,depot_in,SEA,DFW,1440.7,5.76,22244.46,,,,Washington Huskies,BWI,2026-02-21 20:00:00+00:00
erj_145_DFW_0,depot_out,DFW,DMA,701.7,2.81,10834.2,Arizona Wildcats,HOU,2026-02-21 20:00:00+00:00,,,
erj_145_DFW_0,depot_in,DMA,DFW,701.7,2.81,10834.2,,,,Arizona Wildcats,HOU,2026-02-21 20:00:00+00:00
erj_145_DFW_0,depot_out,DFW,SWO,196.1,0.78,3027.26,Oklahoma State Cowboys,WBU,2026-02-21 20:30:00+00:00,,,
erj_145_DFW_0,depot_in,SWO,DFW,196.1,0.78,3027.26,,,,Oklahoma State Cowboys,WBU,2026-02-21 20:30:00+00:00
erj_145_DFW_0,depot_out,DFW,EUG,1393.6,5.57,21517.58,Oregon Ducks,LAX,2026-02-21 21:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,PHX,752.3,3.01,11615.82,Arizona State Sun Devils,ACT,2026-02-21 21:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,HOU,215.1,0.86,3321.38,Houston Cougars,PHX,2026-02-21 21:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,DMA,701.7,2.81,10834.2,Arizona Wildcats,ACT,2026-02-22 01:00:00+00:00,,,
erj_145_DFW_0,depot_in,DMA,DFW,701.7,2.81,10834.2,,,,Arizona Wildcats,ACT,2026-02-22 01:00:00+00:00
erj_145_DFW_0,depot_out,DFW,LBB,244.5,0.98,3775.46,Texas Tech Lady Raiders,WBU,2026-02-22 02:00:00+00:00,,,
erj_145_DFW_0,depot_in,LBB,DFW,244.5,0.98,3775.46,,,,Texas Tech Lady Raiders,WBU,2026-02-22 02:00:00+00:00
erj_145_DFW_0,depot_out,DFW,DMA,701.7,2.81,10834.2,Arizona Wildcats,ACT,2026-02-25 02:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,SLC,858.3,3.43,13252.61,Utah Utes,WBU,2026-02-25 02:00:00+00:00,,,
erj_145_DFW_0,depot_in,LAX,DFW,1070.8,4.28,16533.59,,,,USC Trojans,SCE,2026-02-25 23:00:00+00:00
erj_145_DFW_0,depot_in,AFW,DFW,15.3,0.06,235.55,,,,TCU Horned Frogs,LUK,2026-02-25 23:30:00+00:00
erj_145_DFW_0,depot_in,EUG,DFW,1393.6,5.57,21517.58,,,,Oregon Ducks,LAF,2026-02-26 00:00:00+00:00
erj_145_DFW_0,depot_in,LBB,DFW,244.5,0.98,3775.46,,,,Texas Tech Lady Raiders,LWC,2026-02-26 00:30:00+00:00
erj_145_DFW_0,depot_in,SWO,DFW,196.1,0.78,3027.26,,,,Oklahoma State Cowgirls,DSM,2026-02-26 00:30:00+00:00
erj_145_DFW_0,depot_in,SLC,DFW,858.3,3.43,13252.61,,,,BYU Cougars,PHX,2026-02-26 01:30:00+00:00
erj_145_DFW_0,depot_out,DFW,WBU,582.7,2.33,8997.23,Colorado Buffaloes,HOU,2026-02-28 17:00:00+00:00,,,
erj_145_DFW_0,depot_in,WBU,DFW,582.7,2.33,8997.23,,,,Colorado Buffaloes,HOU,2026-02-28 17:00:00+00:00
erj_145_DFW_0,depot_out,DFW,EUG,1393.6,5.57,21517.58,Oregon Ducks,ORD,2026-02-28 19:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,LAX,1070.8,4.28,16533.59,UCLA Bruins,MSP,2026-02-28 19:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,SWO,196.1,0.78,3027.26,Oklahoma State Cowboys,LUK,2026-02-28 19:00:00+00:00,,,
erj_145_DFW_0,depot_in,SWO,DFW,196.1,0.78,3027.26,,,,Oklahoma State Cowboys,LUK,2026-02-28 19:00:00+00:00
erj_145_DFW_0,depot_out,DFW,SLC,858.3,3.43,13252.61,Utah Utes,PHX,2026-02-28 20:30:00+00:00,,,
erj_145_DFW_0,depot_in,SLC,DFW,858.3,3.43,13252.61,,,,Utah Utes,PHX,2026-02-28 20:30:00+00:00
erj_145_DFW_0,depot_out,DFW,LBB,244.5,0.98,3775.46,Texas Tech Red Raiders,DSM,2026-02-28 21:00:00+00:00,,,
erj_145_DFW_0,depot_in,LBB,DFW,244.5,0.98,3775.46,,,,Texas Tech Red Raiders,DSM,2026-02-28 21:00:00+00:00
erj_145_DFW_0,depot_out,DFW,WBU,582.7,2.33,8997.23,Colorado Buffaloes,PVU,2026-02-28 21:00:00+00:00,,,
erj_145_DFW_0,depot_in,WBU,DFW,582.7,2.33,8997.23,,,,Colorado Buffaloes,PVU,2026-02-28 21:00:00+00:00
erj_145_DFW_0,depot_out,DFW,SLC,858.3,3.43,13252.61,BYU Cougars,MGW,2026-02-28 22:30:00+00:00,,,
erj_145_DFW_0,depot_in,SLC,DFW,858.3,3.43,13252.61,,,,BYU Cougars,MGW,2026-02-28 22:30:00+00:00
erj_145_DFW_0,depot_out,DFW,AFW,15.3,0.06,235.55,TCU Horned Frogs,MHK,2026-02-28 23:30:00+00:00,,,
erj_145_DFW_0,depot_in,AFW,DFW,15.3,0.06,235.55,,,,TCU Horned Frogs,MHK,2026-02-28 23:30:00+00:00
erj_145_DFW_0,depot_out,DFW,DMA,701.7,2.81,10834.2,Arizona Wildcats,SLC,2026-03-01 00:00:00+00:00,,,
erj_145_DFW_0,depot_in,DMA,DFW,701.7,2.81,10834.2,,,,Arizona Wildcats,SLC,2026-03-01 00:00:00+00:00
erj_145_DFW_0,depot_out,DFW,ACT,77.8,0.31,1201.21,Baylor Bears,ORL,2026-03-01 01:00:00+00:00,,,
erj_145_DFW_0,depot_in,SLC,DFW,858.3,3.43,13252.61,,,,BYU Cougars,LUK,2026-03-04 00:00:00+00:00
erj_145_DFW_0,depot_out,DFW,SWO,196.1,0.78,3027.26,Oklahoma State Cowboys,ORL,2026-03-04 00:00:00+00:00,,,
